,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,tipo_de_registro,indicador,tipo_atualizacao,cnpj,identificador_matriz_filial,razao_social,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nm_cidade_exterior,cod_pais,nm_pais,codigo_natureza_juridica,data_inicio_atividade,cnae_fiscal,descricao_tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,municipio,ddd_telefone_1,ddd_telefone_2,ddd_fax,correio_eletronico,qualificacao_responsavel,capital_social_empresa,porte_empresa,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_simples,opcao_pelo_mei,situacao_especial,data_situacao_especial,filler,"fim_registro
",latitude,longitude,endereco,mes_inicio_atividade,ano_inicio_atividade,mes_situacao_cadastral,ano_situacao_cadastral,data,mes_ano_abertura
849,849,849,165110,165110,1,F,,23672017000190,1,PARCEL EMPREENDIMENTOS LTDA,,8,2008-12-31,71,,,,2062,1989-10-24,4120400,AVENIDA,CASTELO BRANCO,333,SALA 201,SAO FRANCISCO,65076901.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333 SALA 201 SAO FRANCISCO cep: 65076901 MA ,brasil",10,1989,12,2008,2008-12-01,1989-10-01
850,850,850,165218,165218,1,F,,23673452000130,1,CONDOMINIO DO EDIFICIO COMERCIAL LISBOA,,2,2001-02-25,0,,,,3085,1989-11-10,8112500,AVENIDA,CASTELO BRANCO,667,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,19,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 667  SAO FRANCISCO cep: 65076090 MA ,brasil",11,1989,2,2001,2001-02-01,1989-11-01
851,851,851,165301,165301,1,F,,23674922000180,1,DOGINALDO PEREIRA MORAES,FRIGORIFICO MORAIS,8,2008-12-31,71,,,,2135,1989-10-02,4729601,AVENIDA,CASTELO BRANCO,698,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 698  SAO FRANCISCO cep: 65076090 MA ,brasil",10,1989,12,2008,2008-12-01,1989-10-01
852,852,852,165587,165587,1,F,,23679194000107,1,MIVEMOL MINI VEICULOS MOTORIZADOS LTDA,MIVEMOL,8,1991-05-10,6,,,,2062,1989-09-21,4781400,AVENIDA,CASTELO BRANCO,36,LOJA 06,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 36 LOJA 06 SAO FRANCISCO cep: 65099110 MA ,brasil",9,1989,5,1991,1991-05-01,1989-09-01
853,853,853,165590,165590,1,F,,23679210000153,1,MARIA DAS GRACAS SOUZA FERREIRA,SAO FRANCISCO PLASTICOS,8,2008-12-31,71,,,,2135,1989-09-21,8888888,AVENIDA,CASTELO BRANCO,628A,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 628A  SAO FRANCISCO cep: 65076090 MA ,brasil",9,1989,12,2008,2008-12-01,1989-09-01
854,854,854,165602,165602,1,F,,23679470000129,1,"RAMOS,MEURER E LEITE ADVOGADOS ASSOCIADOS",,2,2019-01-28,0,,,,2232,2015-05-21,6911701,AVENIDA,CASTELO BRANCO,707,SALA  301/303             EDIF  ENEIDA FARIAS,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32361860,,,ASSESSORIAASCON@HOTMAIL.COM,49,50000.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 707 SALA  301/303             EDIF  ENEIDA FARIAS SAO FRANCISCO cep: 65076090 MA ,brasil",5,2015,1,2019,2019-01-01,2015-05-01
855,855,855,165636,165636,1,F,,23679954000178,1,RACHID MALUF NETO,CASA JUREMA,8,1991-07-17,1,,,,2135,1989-09-22,2399101,AVENIDA,CASTELO BRANCO,429,LOJA 06,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 429 LOJA 06 SAO FRANCISCO cep: 65099110 MA ,brasil",9,1989,7,1991,1991-07-01,1989-09-01
856,856,856,166136,166136,1,F,,23687205000192,1,D&F MATERIAIS ESPORTIVOS E REPRESENTACOES LTDA,,8,1998-06-10,1,,,,2062,1989-07-10,4774100,AVENIDA,CASTELO BRANCO,92,LOJA 29,SAO FRANCISCO,65076903.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LOJA 29 SAO FRANCISCO cep: 65076903 MA ,brasil",7,1989,6,1998,1998-06-01,1989-07-01
857,857,857,166235,166235,1,F,,23688641000186,1,JUVENCIO DE S E SILVA,ALFINETE ARMARINHO,8,2016-09-12,1,,,,2135,1989-07-11,4755501,AVENIDA,CASTELO BRANCO,333,LOJA 03,SAO FRANCISCO,65076901.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-,-,"CASTELO BRANCO 333 LOJA 03 SAO FRANCISCO cep: 65076901 MA ,brasil",7,1989,9,2016,2016-09-01,1989-07-01
858,858,858,166609,166609,1,F,,23693849000193,1,LOCADORA FLASH VIDEO LTDA,,8,2008-12-31,71,,,,2062,1989-06-26,8130300,AVENIDA,CASTELO BRANCO,279,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 279  SAO FRANCISCO cep: 65076090 MA ,brasil",6,1989,12,2008,2008-12-01,1989-06-01
859,859,859,166697,166697,1,F,,23695059000147,1,GARROS VEICULOS LTDA,ART FIBRAS,8,2008-12-31,71,,,,2062,1989-06-05,4511103,AVENIDA,CASTELO BRANCO,000005,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 000005  SAO FRANCISCO cep: 65076090 MA ,brasil",6,1989,12,2008,2008-12-01,1989-06-01
860,860,860,166701,166701,1,F,,23695091000122,1,ETEC EMPRESA DE TERRAPLENAGEM E CONSTRUCOES LTDA,,8,2006-09-29,1,,,,2062,1989-06-06,4120400,AVENIDA,CASTELO BRANCO,605,SALA 400,SAO FRANCISCO,65076900.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-,-,"CASTELO BRANCO 605 SALA 400 SAO FRANCISCO cep: 65076900 MA ,brasil",6,1989,9,2006,2006-09-01,1989-06-01
861,861,861,166751,166751,1,F,,23695851000282,2,J M BARROS & CIA LTDA,FARMACIA MONTE CRISTO,8,2008-12-31,71,,,,2062,1989-06-27,4771701,AVENIDA,CASTELO BRANCO,829,A,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 829 A SAO FRANCISCO cep: 65076090 MA ,brasil",6,1989,12,2008,2008-12-01,1989-06-01
862,862,862,166798,166798,1,F,,23696511000276,2,JORGE CLAUDIO SOUSA RIBEIRO,SO CORES,2,2005-11-03,0,,,,2135,2000-05-12,9521500,AVENIDA,CASTELO BRANCO,681,ALTOS,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,098 2210768,,,,50,0.0,1,5,2007-07-01,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 681 ALTOS SAO FRANCISCO cep: 65076090 MA ,brasil",5,2000,11,2005,2005-11-01,2000-05-01
863,863,863,166816,166816,1,F,,23696875000175,1,BARRETO & BOUERES LTDA,,8,2015-02-09,73,,,,2062,1989-05-31,8888888,AVENIDA,CASTELO BRANCO,605,SALA 15,SAO FRANCISCO,65076900.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA 15 SAO FRANCISCO cep: 65076900 MA ,brasil",5,1989,2,2015,2015-02-01,1989-05-01
864,864,864,166848,166848,1,F,,23697931000196,1,CONDOMINIO EDIFICIO CONSTANTINO CASTRO,,2,2008-11-07,0,,,,3999,1989-05-16,6821802,AVENIDA,CASTELO BRANCO,600 A,TERREO,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,16,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 600 A TERREO SAO FRANCISCO cep: 65076090 MA ,brasil",5,1989,11,2008,2008-11-01,1989-05-01
865,865,865,167073,167073,1,F,,23701634000177,1,MIRANDA E MIRANDA LTDA,CHARBEL MODAS,8,2008-02-26,1,,,,2062,1989-04-26,4781400,AVENIDA,CASTELO BRANCO,92,LJ 24 JUNIOR CENTER,SAO FRANCISCO,65076903.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LJ 24 JUNIOR CENTER SAO FRANCISCO cep: 65076903 MA ,brasil",4,1989,2,2008,2008-02-01,1989-04-01
866,866,866,167136,167136,1,F,,23702517000128,1,MICRODATA COMERCIO E SERVICOS DE INFORMATICA LTDA,MICRODATA,8,2008-12-31,71,,,,2062,1989-05-03,4789007,AVENIDA,CASTELO BRANCO,148,SALA 207,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 SALA 207 SAO FRANCISCO cep: 65076090 MA ,brasil",5,1989,12,2008,2008-12-01,1989-05-01
867,867,867,167186,167186,1,F,,23703267000140,1,PORTELA & PORTELA LTDA,,8,2008-12-31,71,,,,2062,1989-04-13,8888888,AVENIDA,CASTELO BRANCO,148,SALA 204,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 SALA 204 SAO FRANCISCO cep: 65076090 MA ,brasil",4,1989,12,2008,2008-12-01,1989-04-01
868,868,868,167356,167356,1,F,,23705841000108,1,SANTOS & SOMBRA LTDA,RENASCENCA,8,1992-07-02,1,,,,2062,1989-04-24,4781400,AVENIDA,CASTELO BRANCO,92,LJ 20 JUNIOR CENTER,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LJ 20 JUNIOR CENTER SAO FRANCISCO cep: 65099110 MA ,brasil",4,1989,7,1992,1992-07-01,1989-04-01
869,869,869,167671,167671,1,F,,23750159000129,1,D. DA  C.  MARTINS  BOARES,DHELL MODAS FASHION,2,2015-11-27,0,,,,2135,2015-11-27,4781400,AVENIDA,CASTELO BRANCO,448,B,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  33025816,,,DAD@HOHTEMAIL.COM.BR,50,5000.0,1,5,2016-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 448 B SAO FRANCISCO cep: 65076091 MA ,brasil",11,2015,11,2015,2015-11-01,2015-11-01
870,870,870,167744,167744,1,F,,23766112000153,1,V M P DA LUZ EIRELI,SALAO OPERA,8,2016-11-04,1,,,,2305,2015-12-01,9602501,AVENIDA,CASTELO BRANCO,429,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  92031970,,,BLOPES36@HOTMAIL.COM,65,80000.0,1,0,2015-12-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 429  SAO FRANCISCO cep: 65076090 MA ,brasil",12,2015,11,2016,2016-11-01,2015-12-01
871,871,871,167751,167751,1,F,,23766642000100,1,SOUSA SILVEIRA CONSTRUCAO LTDA,VITORIA CONSTRUCOES,8,2018-08-01,1,,,,2062,2015-09-10,4120400,AVENIDA,CASTELO BRANCO,97,QUADRA9,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  87153215,,98  87540095,LUZIVALDO.SILVA@GMAIL.COM,49,20000.0,1,6,2015-09-10,2018-08-01,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 97 QUADRA9 SAO FRANCISCO cep: 65076090 MA ,brasil",9,2015,8,2018,2018-08-01,2015-09-01
872,872,872,168426,168426,1,F,,23891457000139,1,BENESVALDO DA SILVA,EBENEZER AMBIENTES PLANEJADOS,2,2015-12-29,0,,,,2135,2015-12-29,3329501,AVENIDA,CASTELO BRANCO,109,,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  88086479,,,,50,20000.0,1,5,2015-12-29,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 109  SAO FRANCISCO cep: 65076091 MA ,brasil",12,2015,12,2015,2015-12-01,2015-12-01
873,873,873,168464,168464,1,F,,23895516000147,1,E. DE ALMEIDA FERREIRA FILHO,RACCO COSMETICOS,2,2015-12-30,0,,,,2135,2015-12-30,4772500,AVENIDA,CASTELO BRANCO,111,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,93  91548506,,,,50,70000.0,1,6,2015-12-30,2017-12-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 111  SAO FRANCISCO cep: 65076090 MA ,brasil",12,2015,12,2015,2015-12-01,2015-12-01
874,874,874,170842,170842,1,F,,24363760000121,1,DIMITTRIA VALENTE VIANA FIQUENE FERNANDES 00272420301,CONSTRUINDO ALEGRIAS,2,2016-03-11,0,,,,2135,2016-03-11,9602502,AVENIDA,CASTELO BRANCO,667,SALA 105,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  96182108,,,joyodontologia@gmail.com,50,1000.0,1,5,2016-03-11,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 667 SALA 105 SAO FRANCISCO cep: 65076090 MA ,brasil",3,2016,3,2016,2016-03-01,2016-03-01
875,875,875,171863,171863,1,F,,24562204000184,1,INSTITUTO DE SAUDE E NEFROLOGIA,INSTITUTO DE SAUDE E NEFROLOGIA,8,2019-10-11,1,,,,2240,2016-03-28,8610102,AVENIDA,CASTELO BRANCO,362,ANDAR 1                   SALA  5                   EDIF  LINO SOUSA,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32315076,,,QUADROS_MA@HOTMAIL.COM,49,10000.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 362 ANDAR 1                   SALA  5                   EDIF  LINO SOUSA SAO FRANCISCO cep: 65076090 MA ,brasil",3,2016,10,2019,2019-10-01,2016-03-01
876,876,876,172818,172818,1,F,,24744475000150,1,EVERALDO SILVA CASTRO 67851320372,RESTAURANTE E LANCHONETE ALIMENTE SE AKI,2,2016-05-06,0,,,,2135,2016-05-06,5611201,AVENIDA,CASTELO BRANCO,304,FUNDOS,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  99624300,,,RHMHG@HOTMAIL.COM,50,40000.0,1,5,2016-05-06,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 304 FUNDOS SAO FRANCISCO cep: 65076091 MA ,brasil",5,2016,5,2016,2016-05-01,2016-05-01
877,877,877,172978,172978,1,F,,24775230000190,1,MAXSWELL COSTA CUTRIM 05411575311,MONACO LAVA JATO,8,2016-06-09,1,,,,2135,2016-05-11,4520005,AVENIDA,CASTELO BRANCO,05,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  98233467,,,max.cutrim@hotmail.com,50,5000.0,1,0,2016-05-11,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 05  SAO FRANCISCO cep: 65076090 MA ,brasil",5,2016,6,2016,2016-06-01,2016-05-01
878,878,878,173860,173860,1,F,,24928579000115,1,R R BARBOSA,TOK SENSUAL,8,2017-03-23,1,,,,2135,2016-06-03,4772500,AVENIDA,CASTELO BRANCO,148,EDIF  COMERCIAL CASTELO         BRANCO LOJA 07,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32454743,98  88512617,,CRISTOVAMBARROS@HOTMAIL.COM,50,5000.0,1,0,2016-06-03,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 EDIF  COMERCIAL CASTELO         BRANCO LOJA 07 SAO FRANCISCO cep: 65076091 MA ,brasil",6,2016,3,2017,2017-03-01,2016-06-01
879,879,879,174992,174992,1,F,,25137915000174,1,L C ARANHA DE LIMA,L C ARANHA,8,2019-06-25,1,,,,2135,2016-07-05,8650003,AVENIDA,CASTELO BRANCO,71,SALA  06,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32214620,,,,50,30000.0,1,6,2016-07-05,2019-06-25,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 71 SALA  06 SAO FRANCISCO cep: 65076090 MA ,brasil",7,2016,6,2019,2019-06-01,2016-07-01
880,880,880,175766,175766,1,F,,25304441000108,1,PIERRE MAGALHAES MACHADO SOCIEDADE INDIVIDUAL DE ADVOCACIA,,2,2016-07-06,0,,,,2321,2016-07-06,6911701,AVENIDA,CASTELO BRANCO,788,B,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  88910557,,,PIERREMACHADO@YAHOO.COM.BR,65,100000.0,5,5,2016-07-06,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 788 B SAO FRANCISCO cep: 65076090 MA ,brasil",7,2016,7,2016,2016-07-01,2016-07-01
881,881,881,175988,175988,1,F,,25356547000155,1,JOAO BATISTA FERREIRA DOS SANTOS 25604937304,CHAVEIRO SAO FRANCISCO,2,2016-08-03,0,,,,2135,2016-08-03,9529102,AVENIDA,CASTELO BRANCO,67,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  88763111,,,AMIZADEESTYLOROOTS@HOTMAIL.COM,50,10000.0,1,5,2016-08-03,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 67  SAO FRANCISCO cep: 65076090 MA ,brasil",8,2016,8,2016,2016-08-01,2016-08-01
882,882,882,176230,176230,1,F,,25405567000179,1,R.SOUSA DE OLIVEIRA PINHO AZEVEDO,,8,2016-12-15,1,,,,2135,2016-08-08,4763601,AVENIDA,CASTELO BRANCO,707,SALA  314,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32228858,,,K.LYSLANE@HOTMAIL.COM,50,15000.0,1,0,2016-08-08,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 707 SALA  314 SAO FRANCISCO cep: 65076090 MA ,brasil",8,2016,12,2016,2016-12-01,2016-08-01
883,883,883,176465,176465,1,F,,25478991000224,2,ROCHA E MENDES ENGENHARIA LTDA,,2,2005-11-03,0,,,,2062,1992-09-28,7111100,AVENIDA,CASTELO BRANCO,559,SALA 204,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 559 SALA 204 SAO FRANCISCO cep: 65076090 MA ,brasil",9,1992,11,2005,2005-11-01,1992-09-01
884,884,884,178036,178036,1,F,,26013554000117,1,CELIA PEREIRA DA SILVA 91424844304,STUDIO DE BELEZA CELIA PERSI,2,2016-08-23,0,,,,2135,2016-08-23,9602501,AVENIDA,CASTELO BRANCO,429,SALA 106 TOP CENTER,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  87189045,,,k_wansanyo@hotmail.com,50,1.0,1,5,2016-08-23,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 429 SALA 106 TOP CENTER SAO FRANCISCO cep: 65076090 MA ,brasil",8,2016,8,2016,2016-08-01,2016-08-01
885,885,885,179238,179238,1,F,,26268106000164,1,E M MARQUES CONSULTORIA EMPRESARIAL,S & E CONSULTORIA EMPRESARIAL,2,2016-09-30,0,,,,2135,2016-09-30,6920601,AVENIDA,CASTELO BRANCO,559,LETRA B,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32357121,,,SECONSULTORIA@HOTMAIL.COM,50,15800.0,1,5,2016-09-30,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 559 LETRA B SAO FRANCISCO cep: 65076090 MA ,brasil",9,2016,9,2016,2016-09-01,2016-09-01
886,886,886,179639,179639,1,F,,26347185000107,1,"FERNALI RIBEIRO - CONSULTORIA,  HOSPITALAR EMPRESARIAL LTDA",APRIMORE CENTRO,2,2016-10-13,0,,,,2062,2016-10-13,8599604,AVENIDA,CASTELO BRANCO,333,SALA  404,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  87115043,98  81923754,,BENTO-COSTA2011@HOTMAIL.COM,49,30000.0,1,5,2016-10-13,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333 SALA  404 SAO FRANCISCO cep: 65076090 MA ,brasil",10,2016,10,2016,2016-10-01,2016-10-01
887,887,887,179784,179784,1,F,,26381355000161,1,HELEONILDO CARVALHO DOS SANTOS 25278878304,JAMAICA ROOTS,8,2017-10-05,1,,,,2135,2016-10-19,8230001,AVENIDA,CASTELO BRANCO,451,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  98739531,,,,50,5000.0,1,0,2016-10-19,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 451  SAO FRANCISCO cep: 65076090 MA ,brasil",10,2016,10,2017,2017-10-01,2016-10-01
888,888,888,179960,179960,1,F,,26417399000102,1,SIMAO GIBSON NAIFF NETO 02088764216,,2,2016-10-25,0,,,,2135,2016-10-25,7319002,AVENIDA,CASTELO BRANCO,128,SALA 01;LOJA A,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,91  98106725,,,netonaiffs@gmail.com,50,1000.0,1,5,2016-10-25,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 128 SALA 01;LOJA A SAO FRANCISCO cep: 65076090 MA ,brasil",10,2016,10,2016,2016-10-01,2016-10-01
889,889,889,180233,180233,1,F,,26471207000138,1,J O GUSMAO FILHO,MATRIX ACADEMIA,2,2016-11-03,0,,,,2135,2016-11-03,9313100,AVENIDA,CASTELO BRANCO,401,SALA  101,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32351018,,,,50,20000.0,1,5,2016-11-03,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 401 SALA  101 SAO FRANCISCO cep: 65076091 MA ,brasil",11,2016,11,2016,2016-11-01,2016-11-01
890,890,890,180274,180274,1,F,,26478846000125,1,"ASSOCIACAO DOS EMPRESARIOS, PROFISSIONAIS LIBERAIS E AUTONOMOS ADVENTISTA DO SETIMO DIA DE SAO LUIS E REGIAO NORTE DO MARANHAO - FE",,2,2016-10-04,0,,,,3999,2016-10-04,9430800,AVENIDA,CASTELO BRANCO,93,QUADRA458,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  81924222,98  81110890,,,16,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 93 QUADRA458 SAO FRANCISCO cep: 65076090 MA ,brasil",10,2016,10,2016,2016-10-01,2016-10-01
891,891,891,181172,181172,1,F,,26631939000148,1,R & P COMERCIO E SERVICOS DE ESTETICA LTDA,CENTRO ESTETICO BELLISSIMA,8,2017-02-08,1,,,,2062,2016-11-30,9602502,AVENIDA,CASTELO BRANCO,707,SALA  214,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  88798504,,,,49,10000.0,1,0,2016-11-30,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 707 SALA  214 SAO FRANCISCO cep: 65076090 MA ,brasil",11,2016,2,2017,2017-02-01,2016-11-01
892,892,892,181299,181299,1,F,,26656281000129,1,M J MARITIMA LTDA,MJ MARITIMA,2,2016-12-05,0,,,,2062,2016-12-05,5232000,AVENIDA,CASTELO BRANCO,71,SALA  06,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32214520,,,,49,10000.0,1,5,2016-12-05,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 71 SALA  06 SAO FRANCISCO cep: 65076091 MA ,brasil",12,2016,12,2016,2016-12-01,2016-12-01
893,893,893,182108,182108,1,F,,26791755000145,1,NEP ENGENHARIA EIRELI,NEP,2,2017-01-03,0,,,,2305,2017-01-03,7112000,AVENIDA,CASTELO BRANCO,401,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  91554009,,,COMERCIAL@NEPENGENHARIA.COM.BR,65,100000.0,1,5,2018-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 401  SAO FRANCISCO cep: 65076090 MA ,brasil",1,2017,1,2017,2017-01-01,2017-01-01
894,894,894,183186,183186,1,F,,26999990000107,1,CULTURA E ARTES PRODUTORES ASSOCIADOS - CAPA,CAPA PRODUCOES,2,2016-12-20,0,,,,3999,2016-12-20,9430800,AVENIDA,CASTELO BRANCO,605,EDIF  CIDADE DE SAO LUIS  SALA  316,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  91781130,98  88937479,00  00000000,CAPAPRODUCOES@HOTMAIL.COM,16,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 EDIF  CIDADE DE SAO LUIS  SALA  316 SAO FRANCISCO cep: 65076090 MA ,brasil",12,2016,12,2016,2016-12-01,2016-12-01
895,895,895,183333,183333,1,F,,27027813000121,1,VALE COMERCIO E SERVICOS MEDICOS LTDA,VALE SERVICOS MEDICOS E COMERCIO,8,2019-10-14,1,,,,2062,2017-02-03,8630503,AVENIDA,CASTELO BRANCO,807,LOJA  03,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  82609249,,,CMAGNOROOTS@GMAIL.COM,49,200000.0,3,6,2018-01-01,2018-12-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 807 LOJA  03 SAO FRANCISCO cep: 65076090 MA ,brasil",2,2017,10,2019,2019-10-01,2017-02-01
896,896,896,183826,183826,1,F,,27136291000104,1,B G NUTRICAO LTDA,B G NUTRICAO,2,2017-02-17,0,,,,2062,2017-02-17,8650002,AVENIDA,CASTELO BRANCO,707,SALA  312,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  88046844,98  33021729,,,49,4000.0,1,5,2017-02-17,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 707 SALA  312 SAO FRANCISCO cep: 65076090 MA ,brasil",2,2017,2,2017,2017-02-01,2017-02-01
897,897,897,184109,184109,1,F,,27192914000239,2,BORGES E SOMBRA COSMETICOS LTDA,MAHOGANY,2,2018-07-17,0,,,,2062,2018-07-17,4772500,AVENIDA,CASTELO BRANCO,539,SALA  01                  PAVMTO1,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32261128,,,,49,0.0,3,5,2017-02-24,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 539 SALA  01                  PAVMTO1 SAO FRANCISCO cep: 65076091 MA ,brasil",7,2018,7,2018,2018-07-01,2018-07-01
898,898,898,184182,184182,1,F,,27210869000117,1,TADEU A. Z. CHAVES DE JESUS,CONSTRUTORA ZENATTO,2,2017-03-02,0,,,,2135,2017-03-02,4120400,AVENIDA,CASTELO BRANCO,333,SALA  407,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  87841436,,,TADEUZENO@HOTMAIL.COM,50,50000.0,1,5,2019-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333 SALA  407 SAO FRANCISCO cep: 65076090 MA ,brasil",3,2017,3,2017,2017-03-01,2017-03-01
